loc,총인구수,조출생률,지역
2638062000,18576,2.153316107,부산광역시
2638063000,5931,1.18023942,부산광역시
2641000000,228049,3.301921955,부산광역시
2641051000,5315,0.940733772,부산광역시
2641052000,9218,1.627251031,부산광역시
2641053000,11231,2.493099457,부산광역시
2641055500,7885,2.536461636,부산광역시
2641057000,8244,1.334303736,부산광역시
2641058000,17983,2.72479564,부산광역시
2641059000,15789,4.243460637,부산광역시
2641059100,12839,2.648181323,부산광역시
2641060000,18053,2.603445411,부산광역시
2641061000,26706,5.991163035,부산광역시
2641063500,2331,2.145002145,부산광역시
2641066500,9733,2.979554094,부산광역시
2641067000,28867,2.147781203,부산광역시
2641068000,19695,4.620462046,부산광역시
2641069000,33114,3.805037144,부산광역시
2641070000,1046,3.824091778,부산광역시
2644000000,142918,9.068136974,부산광역시
2644051000,6556,1.830384381,부산광역시
2644052000,7090,4.37235543,부산광역시
2644053000,4220,0.710900474,부산광역시
2644053500,53087,14.67402566,부산광역시
2644054500,30409,6.905850242,부산광역시
2644055000,2345,1.279317697,부산광역시
2644056000,35270,7.173235044,부산광역시
2644058000,3941,1.268713524,부산광역시
2647000000,207144,4.9675588,부산광역시
2647061000,29232,4.070881226,부산광역시
2647062000,12232,4.169391759,부산광역시
2647063000,9988,4.305166199,부산광역시
2647064000,10429,4.314891169,부산광역시
2647065000,16775,4.709388972,부산광역시
2647066000,20674,9.093547451,부산광역시
2647067000,9160,1.746724891,부산광역시
2647068000,16154,2.785687755,부산광역시
2647069000,16588,5.907885218,부산광역시
2647070000,16699,5.808731062,부산광역시
2647072000,14138,5.021926722,부산광역시
2647073000,35075,5.046329294,부산광역시
2650000000,175095,4.460435763,부산광역시
2650066000,13853,4.47556486,부산광역시
2650067000,12091,3.556364238,부산광역시
2650073000,14651,4.436557232,부산광역시
2650074000,27404,4.670850971,부산광역시
2650075000,10703,4.110996917,부산광역시
2650076000,25866,3.286167169,부산광역시
2650077000,18688,3.852739726,부산광역시
2650078000,9597,1.354589976,부산광역시
2650079000,13715,6.124681006,부산광역시
2650080000,28527,6.485084306,부산광역시
2653000000,208298,3.691826134,부산광역시
2653058000,5808,3.960055096,부산광역시
2653059100,27998,3.643117366,부산광역시
2653059300,10412,1.536688436,부산광역시
2653060000,8683,2.418518945,부산광역시
2653061000,12921,3.327915796,부산광역시
2653062000,22414,4.773802088,부산광역시
2653064500,13318,3.003453972,부산광역시
2653065000,15160,3.759894459,부산광역시
2653066000,23075,4.507042254,부산광역시
2653066100,13154,2.356697582,부산광역시
2653067000,28294,4.029122782,부산광역시
2653068000,27061,4.101843982,부산광역시
2671000000,177125,6.063514467,부산광역시
2671025000,52846,3.822427431,부산광역시
2671025300,8608,5.111524164,부산광역시
2671025600,81932,6.542010448,부산광역시
2671031000,25817,10.84556687,부산광역시
2671033000,7922,1.514768998,부산광역시
2700000000,2385412,4.494401806,대구광역시
2711000000,74791,5.401719458,대구광역시
2711051700,8053,2.980255805,대구광역시
2711054500,6587,6.072567178,대구광역시
2711056500,4851,2.473716759,대구광역시
2711057500,4368,0.686813187,대구광역시
2711058500,4791,12.10603214,대구광역시
2711059500,7857,9.672903144,대구광역시
2711064000,4792,3.547579299,대구광역시
2711065000,6507,6.147226064,대구광역시
2711066000,6678,5.540581012,대구광역시
2711067000,11485,4.614714845,대구광역시
2711068000,6919,5.781182252,대구광역시
2711069000,1903,2.101944298,대구광역시
2714000000,341436,4.759310676,대구광역시
2714051000,8574,2.332633543,대구광역시
2714052000,10362,5.790387956,대구광역시
2714053000,11626,8.085325993,대구광역시
2714054000,11477,1.829746449,대구광역시
2714054100,6327,1.422475107,대구광역시
2714055500,12925,4.642166344,대구광역시
2714057000,11702,5.383695095,대구광역시
2714058000,7736,1.163391934,대구광역시
